⑯⑴⒁②⑯⑵	abated
⑿⒃⑪⑬②⑬	nullity
⑿⒃⑫⑴⒌⑵	numbered
⑿⒃⑫⑿⑯⑥	numbness
⑿⒏⑫⒌⑯⑥	numerous
⑿⒋⑥⑫⒁⑵	nursemaid
⑿⒋⑥⒌⑬⑹	nurseries
⑿⒋⑧⒌⑬⑩	nurturing
⑿⒃②⑫⑭⑶	nutmeg
⑿⒃②⑦⑭⑪	nutshell
⑯⑴⑻⑭③②	object
⑰⑴⑻⑭③②	object
⑯⑴⑪⒂⑻⑵	obliged
⑯⑴⑹⒋⑷⑵	observed
⑯⑴⑹⒋⑷⒌	observer
⑯⑴⑹⒋⑷⑹	observes
⑯⑴⑥⑭⑥②	obsessed
⑯⑴②⒁⑿⑵	obtained
⑯⑴②⒁⑿⑹	obtains
⑰⑴⑷⑬⒁②	obviate
⑯③⒁⑺⑯⑿	occasion
⑰③⑨⑯①⒂	occupy
⑰③②⑬⑷⑹	octaves
⑰⑵⑬②⑬⑹	oddities
⑯④⑭⑿⑵⒌	offender
⑰④⒌⑬⑩⑹	offerings
⑰④⑬⑥⒌⑹	officers
⑰④⑬⑥⑯⑹	offices
⑯④⑬⑦⑯⑪	official
⒆⑪④⒀⑪⑵	oilfield
⒄⑪⑵⑯⑥②	oldest
⑰⑫⑬⑿⑯⑥	ominous
⒄⑫⑬⑦⑯⑿	omission
⒄⑫⑬②⑯⑵	omitted
⒄⑫⑬②⑬⑩	omitting
⑼⒃⑿⑿⑯⑥	oneness
⑰⑿⑶⒄⑬⑩	ongoing
⒃⑿⑨⑯⑿⑹	onions
⑰⑿⑪⑱③⒌	onlooker
⑰⑿⑥⑪⒇②	onslaught
⑰⑿⑼⒌⑵⑹	onwards
⒄①⑯⑿⒌⑹	openers
⒄①⑯⑿⑬⑩	opening
⒄①⑯⑿⑪⑬	openly
⑰①⒌⒁②⑥	operates
⑰①⒌⒁②⒌	operator
⑰①⒌②⒏⑿	opportune
⑯①⒄⑹⑯⑹	opposes
⑯①⒄⑹⑬⑩	opposing
⑰①⑯⑹⑬②	opposite
⑯①⑾⑭⑥②	oppressed
⑰①②⑬③⑥	optics
⑰①⑦⑯⑿⑹	options
⑰⑾⑯③⑯⑪	oracle
⑰⑾⑯②⒌⑬	oratory
⒉⑴⑬②⑯⑪	orbital
⒉⑴⑬②⑬⑩	orbiting
⒉⑵⑬⑿⒌⑬	ordinary
⒉⑵⑿⑯⑿⑥	ordnance
⒉⑶⑮⑿⑬③	organic
⒉⑶⑯⑿⒂⑹	organise
⒉⑶⑮⑹⑯⑫	orgasm
⒉⒎⑿②⑯⑵	oriented
⑰⑾⑬⑻⑬⑿	origin
⒉④⑯⑿⑬⑻	orphanage
⑰⑥②⑾⑬⑧	ostrich
⒃⑸⒌⑼⒂⑹	otherwise
⑰②⑯⑫⑯⑿	ottoman
⑲②⑴⑲⑿⑵	outbound
⑲②⑴⑾⒁③	outbreak
⑲②⑴⒋⑥②	outburst
⑲②③⑳⑥②	outcast
⑲②③⒃⑫⑹	outcomes
⑲②③⑾⑰①	outcrop
⑲②④⑬②⑥	outfits
⑲②⑶⒄⑬⑩	outgoing
⑲②⑶⑾⒄⑿	outgrown
⑲②⑶⑾⒄⑤	outgrowth
⑲②⑪⑭②⑥	outlets
⑲②⑪⒂⑿⑵	outlined
⑲②⑪⒂⑿⑹	outlines
⑲②⑪⑬⑷⑵	outlived
⑲②⑪⒂⑬⑩	outlying
⑲②①⒄⑥②	outpost
⑲②①⑱②⑥	outputs
⑲②⑾⒁⑻⑵	outraged
⑲②⑥⒂⑵⒌	outsider
⑲②⑼⒌⑵⑹	outwards
⒄⑷⒁⑦⑯⑿	ovation
⒄⑷⒌⒇⑪⑹	overalls
⒄⑷⒌⑴⒉⑵	overboard
⒄⑷⒌③⒁⑫	overcame
⒄⑷⒌③⒄②	overcoat
⒄⑷⒌③⒃⑫	overcome
⒄⑷⒌⑵⒄⑥	overdose
⒄⑷⒌④⑪⒄	overflow
⒄⑷⒌⑽⑮⑩	overhang
⒄⑷⒌⑽⒇⑪	overhaul
⒄⑷⒌⑽⑭⑵	overhead
⒄⑷⒌⑽⒋⑵	overheard
⒄⑷⒌⑻⒆⑵	overjoyed
⒄⑷⒌③⑬⑪	overkill
⒄⑷⒌⑪⒁⑵	overlaid
⒄⑷⒌⑪⑮①	overlap
⒄⑷⒌⑪⒄⑵	overload
⒄⑷⒌⑪⑱③	overlook
⒄⑷⒌⑪⒉⑵	overlord
⒄⑷⒌⑿⒂②	overnight
⒄⑷⒌⑾⑮⑿	overran
⒄⑷⒌⑾⒂⑵	override
⒄⑷⒌⑾⒅⑪	overrule
⒄⑷⒌⑾⒃⑿	overrun
⒄⑷⒌⑥⒀⑹	overseas
⒄⑷⒌⑥⒀⒌	overseer
⒄⑷⒌⑥⒂②	oversight
⒄⑷⒌②⒁③	overtake
⒄⑷⒌⑤⑾⒄	overthrow
⒄⑷⒌②⒂⑫	overtime
⒄⑷⒋②⑪⑬	overtly
⒄⑷⒌②⑱③	overtook
⒄⑷⒌⑧⑱⒌	overture
⒄⑷⒌②⒋⑿	overturn
⒄⑷⒌⑼⒁②	overweight
⒄⑿⒌⑦⑬①	ownership
⑰③⑥⒂⑵⑹	oxides
①⑮⑥⑬④⒂	pacify
①⑮③⑬⑻⑵	packaged
①⑮③⑯②⑥	packets
①⑮⑵⑯⑪⑵	paddled
①⑮⑵⑪⑬⑩	paddling
①⑮⑵⑪⑰③	padlock
①⒁⑶⑯⑿⑹	pagans
①⑮⑻⑯⑿②	pageant
①⒁⑿④⑯⑪	painful
①⒁⑿⑪⑯⑥	painless
①⒁⑿②⑯⑵	painted
①⒁⑿②⒌⑹	painters
①⒁⑿②⑬⑩	painting
①⑮⑪⑯②⑥	pallets
①⒇⑪②⑾⑬	paltry
①⑮⑿⑯⑥⒎	panacea
①⑮⑿③⒁③	pancake
①⑮⑿⑯⑪⑵	panelled
①⑮⑿⑯⑪⑹	panels
①⑮⑿⑬③②	panicked
①⑮⑿⑬③⑬	panicky
①⑮⑿⑹⑬⑹	pansies
①⑮⑿②⑯⑵	panted
①⑮⑿⑤⒎⑿	pantheon
①⑮⑿⑤⒌⑹	panthers
①⑮⑿②⑬⑹	panties
①⑮⑿②⑬⑩	panting
①⑮⑿②⑾⑬	pantry
①⒁①⑯⑥⑬	papacy
①⒌⒁⑵⑯⑵	paraded
①⒌⒁⑵⑬⑩	parading
①⒈⑥⑯⑪⑹	parcels
①⒈⑵⑯⑿⑵	pardoned
①⒊⑯⑿②⑥	parents
①⒌⑬⑹⒎⑿	parisian
①⑮⑾⑬②⑬	parity
①⒈⑪⑯⑿⑥	parlance
①⒌⒄③⒎⑪	parochial
①⑮⑾⑯⑵⑬	parody
①⑮⑾⑯②⑥	parrots
①⒈⑥⑯⑿⑹	parsons
①⒈⑦⑯⑪⑬	partially
①⒈②⑿⒌⑹	partners
①⒈②⑾⑬⑻	partridge
①⑮⑦⑯⑿⑹	passions
①⑳⑥⒄⑷⒌	passover
①⑳⑥①⒉②	passport
①⑳⑥⑼⒋⑵	password
①⑮⑥②⑯⑪	pastel
①⑮⑥②⒀⑦	pastiche
①⑳⑥②⒂⑫	pastime
①⑳⑥②⒌⑹	pastors
①⒁⑥②⑾⑬	pastry
①⑳⑥⑧⒌⑹	pastures
①⑮⑧⑼⒋③	patchwork
①⒁②⑯⑿②	patent
①⑳⑤⑼⒁⑹	pathways
①⒁⑦⑯⑿⑥	patience
①⒁⑦⑯⑿②	patient
①⑯②⒀⑿⑯	patina
①⒁②⑾⒎②	patriot
①⑯②⑾⒄⑪	patrol
①⒁②⑾⑯⑿	patron
①⑮②⒌⑿⑵	patterned
①⑮②⒌⑿⑹	patterns
①⒇⑥⑬②⑬	paucity
①⒁⑯⑴⑯⑪	payable
①⒁⑫⑯⑿②	payment
①⒀⑥④⑯⑪	peaceful
①⒀⑥②⒂⑫	peacetime
①⒀③⑰③⑥	peacocks
①⒀⑿⒃②⑥	peanuts
①⑭⑹⑯⑿②	peasant
①⑭⑴⑯⑪⑹	pebbles
①⑬③⒏⑪⒍	peculiar
①⑭⑵⑯⑪⑹	pedals
①⑭⑪⑯②⑥	pellets
①⑭⑪⑫⑯②	pelmet
①⑭⑪⑷⑬③	pelvic
①⑭⑪⑷⑬⑥	pelvis
①⑭⑿⑯⑿⑥	penance
①⑳⑿⑦⑳⑿	penchant
①⑭⑿⑥⑯⑪	pencil
①⑭⑿⑵⑬⑩	pending
①⑭⑿⑿⒂④	penknife
①⑭⑿⑯⑿②	pennant
①⑭⑿⑦⑯⑿	pension
①⑭⑿⑥⑬⑷	pensive
①⒀①⑯⑪⑵	peopled
①⒀①⑯⑪⑹	peoples
①⑭①⑥⑬⑿	pepsin
①⑭①②⑬③	peptic
①⒌⑥⒀⑷⑵	perceived
①⒌⑥⒀⑷⑹	perceives
①⒌⑥⑭⑿②	percent
①⒌⑭⑿⒎⑪	perennial
①⒋④⑬③②	perfect
①⒌④⑭③②	perfect
①⒌④⒉⑫⑵	performed
①⒌④⒉⑫⒌	performer
①⒌④⒉⑫⑹	performs
①⒌④⒏⑫⑵	perfumed
①⒋④⒏⑫⑹	perfumes
①⒌⑽⑮①⑥	perhaps
①⑭⑾⑯⑪⑹	perils
①⒌⑬④⒌⑬	periphery
①⑭⑾⑬⑦②	perished
①⒋⑫⑬⒁②	permeate
①⒋⑫⑬②⑥	permits
①⒌⑫⑬②⑥	permits
①⒋⑥⑯⑷⒍	persevere
①⒋⑺⑯⑿⑹	persians
①⒌⑥⑬⑥②	persist
①⒌⑥⒄⑿⑯	persona
①⒋⑥⑯⑿⑹	persons
①⒌⑥⑼⒁⑵	persuade
①⒌②⒋⑴⑵	perturbed
①⒌⒅⑹⑯⑪	perusal
①⒌⒅⑷⒎⑿	peruvian
①⒌⑷⒁⑵⑹	pervades
①⑯⑥⒁②⑯	peseta
①⑭②⑯⑪⑹	petals
①⑭②⑾⑯⑪	petrol
④⑮⑿②⑯⑫	phantom
④⒈⑫⑯⑥⑬	pharmacy
①⒀⒁⑧⑵⒀	phd
④⑭⑹⑯⑿②	pheasant
④⒄⑿⒀⑫⑹	phonemes
④⑰⑥④⒁②	phosphate
④⒄②⑰⑿⑹	photons
④⑾⒁⑹⑯⑹	phrases
④⑾⒁⑹⑬⑩	phrasing
④⑬⑹⑬③⑥	physics
①⒎⑿⑬⑥②	pianist
①⑬⑮⑿⒄⑹	pianos
①⑬⑮②⑥⑯	piazza
①⑬③⑯②⑥	pickets
①⑬③⑬⑩⑹	pickings
①⑬③⑯⑪⑵	pickled
①⑬③⒃①⑥	pickups
①⑬③⑿⑬③	picnic
①⑬③⑧⒌⑵	pictured
①⑬③⑧⒌⑹	pictures
①⒀⑥⑫⒀⑪	piecemeal
①⑬⑻⑯⑿⑹	pigeons
①⒂⑪⑯②⑥	pilots
①⑬⑿⑧⑬⑩	pinching
①⑬⑩③⑬⑦	pinkish
①⒂⑯⑿⒍⑵	pioneered
①⒂⑯⑿⒍⑹	pioneers
①⒂①⑪⒂⑿	pipeline
①⒂①⑼⒋③	pipework
①⒂⑾⑯⑥⑬	piracy
①⒂⑾⑯②⑥	pirates
①⑬⑥②⑯⑪	pistol
①⑬⑥②⑯⑿	piston
①⑬②④⒇⑪	pitfall
①⑬②⑯⑿⑥	pittance
①⑬③⑥⑯⑪	pixel
①⒀②⑥⑯⑹	pizzas
①⑪⑮③⒈⑵	placard
①⑪⑯③⒁②	placate
①⑪⒁⑥⑯⑹	places
①⑪⑮⑥⑬⑵	placid
①⑪⒁⑥⑬⑩	placing
①⑪⒁⑿⑪⑬	plainly
①⑪⑮⑿⑯②	planet
①⑪⑮⑩③⑥	planks
①⑪⑮⑿⒌⑹	planners
①⑪⑮⑿⑬⑩	planning
①⑪⑳⑿②⒌	planter
①⑪⑳⑿②⑥	plants
①⑪⑮⑹⑫⑯	plasma
①⑪⑳⑥②⒌	plaster
①⑪⑮②⒄⑹	plateaux
①⑪⒁②⑬⑩	plating
①⑪⑯②⒅⑿	platoon
①⑪⒁⑴⑮③	playback
①⑪⒁④⑯⑪	playful
①⑪⒁⑽⑲⑥	playhouse
①⑪⒁⑾⒅⑫	playroom
①⑪⒁⑾⒂②	playwright
①⒀⑭⑪⑥⒀	plc
①⑪⒀⑵⑯⑵	pleaded
①⑪⒀⑵⑬⑩	pleading
①⑪⒀⑹⑯⑹	pleases
①⑪⒀⑹⑬⑩	pleasing
①⑪⑭⑺⒌⑹	pleasures
①⑪⒀②⑯⑵	pleated
①⑪⑭⑻⑯⑹	pledges
①⑪⑭⑻⑬⑩	pledging
①⑪⒀⑿⒌⑬	plenary
①⑪⑭⑿②⑬	plenty
①⑪⑭⑤⒌⑯	plethora
①⑪⑰⑵⑯⑵	plodded
①⑪⑰⑵⑬⑩	plodding
①⑪⑰②⑯⑵	plotted
①⑪⑰②⒌⑹	plotters
①⑪⑰②⑬⑩	plotting
①⑪⑲⑫⑯⑿	ploughman
①⑪⒃③⑬⑩	plucking
①⑪⒃⑶⑬⑩	plugging
①⑪⒅⑫⑬⑻	plumage
①⑪⒃⑫⒌⑹	plumbers
①⑪⒃⑫⑬⑩	plumbing
①⑪⒃⑿⑵⒌	plunder
①⑪⒃⑿⑻⑵	plunged
①⑪⑱⒌⑯⑪	plural
①⑪⒂⑼⑱⑵	plywood
⑿⒏⑫⒄⑿⒎	pneumonia
①⑰③⑯②⑥	pockets
①⒄⑭②⑬③	poetic
①⒄⑯②⑾⑬	poetry
①⒆⑿②⑯⑵	pointed
①⒆⑿②⒌⑹	pointers
①⒆⑿②⑬⑩	pointing
①⒆⑹⑯⑿⑵	poisoned
①⒆⑹⑯⑿⑹	poisons
①⒄⑪⒌⒆⑵	polaroid
①⑰⑪⑯⑥⑬	policy
①⑰⑪⑬⑦②	polished
①⑰⑪⑬②⑬	polity
①⑯⑪⒅②⒌	polluter
①⑰⑪⑬⑫⒌	polymer
①⑰⑪⑬①⑥	polyps
①⑰⑫①⑯⑥	pompous
①⑰⑿⑵⒌⑵	pondered
①⑰⑿②⒅⑿	pontoon
①⑱⒌⑯⑥②	poorest
①⑰①③⒉⑿	popcorn
①⑰①⑪⒌⑹	poplars
①⒉②⑯⑪⑹	portals
①⒉②⑬③⒄	portico
①⒉⑦⑯⑿⑹	portions
①⒉②⑾⑬②	portrait
①⒉②⑾⒁⑵	portrayed
①⒉②⑾⒁⑹	portrays
①⑯⑹⑭⑥②	possessed
①⑯⑹⑭⑥⒌	possessor
①⒄⑥②⑬⑻	postage
①⒄⑥②⑯⑪	postal
①⒄⑥②⑯⑵	posted
①⑰⑥②⒍⒍	posterior
①⒄⑥②⒌⑹	posters
①⒄⑥②⑬⑩	posting
①⑰⑥⑧⒌⑹	postures
①⑯②⒁②⒄	potato
①⒄②⑯⑿②	potent
①⒄⑦⑯⑿⑹	potions
①⑰②⒌⑬⑹	potteries
①⑲⑿⑵⑯⑵	pounded
①⑲⑿⑵⑬⑩	pounding
①⑰⑷⒌②⑬	poverty
①⑲⒌④⑯⑪	powerful
①⑲⒌⑽⑲⑥	powerhouse
①⑲⒌⑪⑯⑥	powerless
①⑾⒁⑹⑯⑹	praises
①⑾⒁⑹⑬⑩	praising
①⑾⒀⑧⒌⑹	preachers
①⑾⒀⑧⑬⑩	preaching
①⑾⑬⑥⒀⑵	precede
①⑾⑭⑦⑯⑥	precious
①⑾⑬⑥⒂⑥	precise
①⑾⑭④⑬⑥	preface
①⑾⑬④⒋⑵	preferred
①⑾⑬④⒋⑹	prefers
①⑾⒀⑽⒀②	preheat
①⑾⑭⑪⒏⑵	prelude
①⑾⑭⑫⑬⒊	premiere
①⑾⑭⑫⒍⑹	premiers
①⑾⑭⑫⑬⑥	premise
①⑾⒀⑫⒎⑫	premium
①⑾⑬①⒊⑵	prepared
①⑾⑬①⒊⑹	prepares
①⑾⑬⑹⒋⑷	preserve
①⑾⑬⑹⒂⑵	preside
①⑾⑭⑥⑯⑹	presses
①⑾⑭⑥⑬⑩	pressing
①⑾⑭⑦⒌⑹	pressures
①⑾⑬⑹⒏⑫	presume
①⑾⑬②⑬⒌	prettier
①⑾⑬⑷⒁⑪	prevail
①⑾⒀⑷⒎⑥	previous
①⑾⒂⑥⑯⑹	prices
①⑾⒂⑥⑬⑩	pricing
①⑾⑬③⑬⑩	pricking
①⑾⑬③⑪⑬	prickly
①⑾⒂⑵⑯⑵	prided
①⑾⒀⑥②⑥	priests
①⑾⒂⑫⑯⑪	primal
①⑾⒂⑫⒌⑬	primary
①⑾⒂⑫⒁②	primate
①⑾⒂⑫⒌⑹	primers
①⑾⑬⑫⑪⑬	primly
①⑾⑬⑿②⒌	printer
①⑾⑬⑿②⑥	prints
①⑾⑬⑹⑯⑫	prism
①⑾⑬⑹⑯⑿	prison
①⑾⒂⑷⑯②	private
①⑾⑬⑷⑯②	privet
①⑾⒂⑹⑯⑹	prizes
①⑾⒄⑴⒁②	probate
①⑾⒄⑴⑬⑩	probing
①⑾⑯⑥⒀⑵	proceed
①⑾⒄⑥⑭⑥	process
①⑾⑰⑵⑯⑵	prodded
①⑾⑰⑵⑬⑩	prodding
①⑾⑯⑵⒏⑥	produce
①⑾⑰⑵⒏⑥	produce
①⑾⑯④⒁⑿	profane
①⑾⑯④⑭⑥	profess
①⑾⑰④⒌⑵	proffered
①⑾⒄④⒂⑪	profile
①⑾⑰④⑬②	profit
①⑾⑯④⒏⑥	profuse
①⑾⒄⑪⑰⑶	prologue
①⑾⑯⑪⑰⑩	prolong
①⑾⑰⑫⑬⑥	promise
①⑾⑯⑫⒄②	promote
①⑾⑰⑫①②	prompt
①⑾⒄⑿⑲⑿	pronoun
①⑾⑯①⑭⑪	propel
①⑾⑰④⑯②	prophet
①⑾⑯①⒄⑹	propose
①⑾⑰①⑬⑩	propping
①⑾⑰⑥①⒌	prosper
①⑾⒄②⒀⑿	protein
①⑾⒄②⑰⑿	proton
①⑾⑲⑵⑪⑬	proudly
①⑾⒅⑷⑯⑿	proven
①⑾⑰⑷⒋⑴	proverb
①⑾⑯⑷⒂⑵	provide
①⑾⒅⑷⑬⑩	proving
①⑾⑯⑷⒄③	provoke
①⑾⑲⑪⑬⑩	prowling
①⑾⑰③⑥⑬	proxy
①⑾⒅⑿⑬⑩	pruning
①⑾⒃⑦⑯⑿	prussian
①⒏⑴⒌②⑬	puberty
①⒃⑴⑪⑬③	public
①⒃⑴⑪⑬⑦	publish
①⑱⑵⑬⑩⑹	puddings
①⒃⑵⑯⑪⑹	puddles
①⒃④⑬⑿⑹	puffins
①⑱⑪⒄⑷⒌	pullover
①⑱⑪①⑬②	pulpit
①⒃⑪⑥⑯⑹	pulses
①⒃⑪⑥⑬⑩	pulsing
①⒃⑫①⑬⑩	pumping
①⒃⑿⑧⑯⑹	punches
①⒃⑿⑧⑬⑩	punching
①⒃⑩③⑧⒌	puncture
①⒃⑿⑬⑦②	punished
①⒃⑿②⒌⑹	punters
①⒏①⑯⑪⑹	pupils
①⒃①⑯②⑥	puppets
①⒋⑧⑯⑥②	purchased
①⒋⑧⑯⑥⒌	purchaser
①⑨⑱⒌⑪⑬	purely
①⒌①⒉②⑥	purports
①⒌⑥⒏⒌⑹	pursuers
①⒌⑥⒏⑬⑩	pursuing
①⒌⑥⒏②⑥	pursuits
①⒌⑷⒁⒌⑹	purveyors
①⒏②⑾⑬⑵	putrid
①⒃⑹⑯⑪⑵	puzzled
①⒃⑹⑯⑪⑹	puzzles
①⒃⑹⑪⑬⑩	puzzling
①⑯⑻⑳⑫⑯	pyjama
①⒂⑪⑰⑿⑹	pylons
③⑼⒁③⒌⑹	quakers
③⑼⑰⑾⑯⑪	quarrel
③⑼⑰⑾⑬⑹	quarries
③⑼⒉②⒌⑹	quarters
③⑼⒉②⑭②	quartet
③⑼⒁⑹⒈⑹	quasars
③⑼⑬③⑯⑿	quicken
③⑼⑬③⑪⑬	quickly
③⑼⒂⑯②⒌	quieter
③⑼⑬⑿⒀⑿	quinine
③⑼⑬②⑬⑩	quitting
③⑼⑬⑷⒌⑵	quivered
③⑼⒄②⑯⑹	quotas
③⑼⒄②⑯⑵	quoted
③⑼⒄②⑬⑩	quoting
⑾⑮⑴⑬②⑥	rabbits
⑾⒁⑥③⒉⑥	racecourse
⑾⒁⑥⑽⒉⑥	racehorse
⑾⒁⑦⑯⑪⑬	racially
⑾⒁⑥⑬⑥②	racist
⑾⑮③⑯②⑥	rackets
⑾⒁⑵⒎⑿⑥	radiance
⑾⒁⑵⒎⑿②	radiant
⑾⒁⑵⑬⒁②	radiate
⑾⒁⑵⑬⒄⑹	radios
⑾⑮④⑯⑪⑹	raffles
⑾⑳④②⒌⑹	rafters
⑾⒁⑪⑬⑩⑹	railings
⑾⒁⑪⑾⒄⑵	railroad
⑾⒁⑪⑼⒁⑹	railways
⑾⒁⑿⑴⒄⑹	rainbows
⑾⒁⑿③⒄②	raincoat
⑾⒁⑿④⒇⑪	rainfall
⑾⒁⑹⑯⑿⑹	raisins
⑾⑮⑪⑬⑬⑩	rallying
⑾⑮⑫⑴⑯⑪	ramble
⑾⑮⑫①⒁⑻	rampage
⑾⑮⑫①⒈②	rampart
⑾⑮⑿⑥⑬⑵	rancid
⑾⑮⑿⑵⑯⑫	random
⑾⒁⑿⑻⒌⑹	rangers
⑾⒁⑿⑻⑯⑹	ranges
⑾⒁⑿⑻⑬⑩	ranging
⑾⑮⑩③⑬⑩	ranking
⑾⑮⑿⑥⑯⑫	ransom
⑾⑮①⑬⑵⑹	rapids
⑾⒁①⑬⑥②	rapist
⑾⒊⑬④⒂⑵	rarefied
⑾⒊⑬②⑬⑹	rarities
⑾⑳⑹⑴⒌⑬	raspberry
⑾⑮②⑬④⒂	ratify
⑾⒁②⑬⑩⑹	ratings
⑾⑮⑦⑯⑿⑵	rationed
⑾⑮⑦⑯⑿⑹	rations
⑾⒁⑦⑬⒄⑹	ratios
⑾⑮②⑯⑪⑵	rattled
⑾⑮②⑪⑬⑩	rattling
⑾⑮⑷⑬⑻⑵	ravaged
⑾⒁⑷⑯⑿⑹	ravens
⑾⑯⑷⒀⑿⑹	ravines
⑾⑬⑮③②⒌	reactor
⑾⑬⑮③②⑥	reacts
⑾⑭⑵⑬⑪⑬	readily
⑾⒀⑵⑬⑩⑹	readings
⑾⒎⑪⒂⑹⑵	realised
⑾⒎⑪⑬⑥②	realist
⑾⒀⑯①⒍⑵	reappeared
⑾⒀⑯①⒍⑹	reappears
⑾⒀⒌⒁⑿⑻	rearrange
⑾⒀⑹⑯⑿⑵	reasoned
⑾⒀⑹⑯⑿⑹	reasons
⑾⒀⑯⑥⑭⑥	reassess
⑾⒀⑯⑦⑱⒌	reassure
⑾⒀⑴⒁②⑥	rebates
⑾⑬⑴⑭⑪⑵	rebelled
⑾⑬⑴⑭⑪⑹	rebels
⑾⑭⑴⑯⑪⑹	rebels
⑾⒀⑴⑲⑿⑵	rebound
⑾⒀⑴⑬⑪⑵	rebuild
⑾⒀⑴⑬⑪②	rebuilt
⑾⑬⑴⒏③②	rebuked
⑾⑬③⒇⑪⑵	recalled
⑾⑬③⒇⑪⑹	recalls
⑾⑬⑥⒀②⑥	receipts
⑾⑬⑥⒀⑷⑵	received
⑾⑬⑥⒀⑷⒌	receiver
⑾⑬⑥⒀⑷⑹	receives
⑾⒀⑥⑯⑿②	recent
⑾⑬⑥⑭⑥②	recessed
⑾⑭⑥⑯①⑬	recipe
⑾⑭③⑪⑯⑥	reckless
⑾⑭③⑯⑿⑵	reckoned
⑾⑭③⑯⑿⑹	reckons
⑾⑬③⑪⒁⑫	reclaim
⑾⑬③⑪⒅⑥	recluse
⑾⑬③⒆⑪⑵	recoiled
⑾⑬③⒉⑵⒌	recorder
⑾⑬③⒉⑵⑹	records
⑾⑭③⒉⑵⑹	records
⑾⑬③⑲⑿②	recount
⑾⑬③⒃⑷⒌	recover
⑾⑬③⑾⒅②	recruit
⑾⑭③②⑯⑪	rectal
⑾⑭③②⒌⑬	rectory
⑾⑭③②⑯⑫	rectum
⑾⑬③⒋⑬⑩	recurring
⑾⑬⑵⒀⑫⑵	redeemed
⑾⑭⑵⑽⑭⑵	redhead
⑾⑭⑵⑿⑯⑥	redness
⑾⑬⑵⑾⑭⑥	redress
⑾⑬⑵⒏⑥②	reduced
⑾⑭④⒌⒀⑹	referees
⑾⑬④⒋⑯⑪	referral
⑾⑬④⒋⑬⑩	referring
⑾⒀④⑬⑪⑵	refilled
⑾⑬④⒂⑿⑵	refined
⑾⑬④⒉⑫⑵	reformed
⑾⑬④⒉⑫⒌	reformer
⑾⑬④⒉⑫⑹	reforms
⑾⑬④⑾⒁⑿	refrain
⑾⑬④⑾⑭⑦	refresh
⑾⑬④⒃⑿⑵	refund
⑾⒀④⒃⑿⑵	refund
⑾⑬④⒏⑹⑵	refused
⑾⑬⑶⒁⑿⑵	regained
⑾⑬⑶⒁⑪⒎	regalia
⑾⑬⑶⒈⑵⑹	regards
⑾⑬⑶⑮②⑯	regatta
⑾⒀⑻⑯⑿②	regent
⑾⒁⑺⒀⑫⑹	regimes
⑾⒀⑻⑯⑿⑹	regions
⑾⑬⑶⑾⑭⑥	regress
⑾⑬⑶⑾⑭②	regret
⑾⑬⑽⒋⑥②	rehearsed
⑾⒀⑽⑲⑹⑵	rehoused
⑾⑬⑻⑭③②	reject
⑾⒀⑻⑭③②	reject
⑾⑬⑻⒆⑥②	rejoiced
⑾⑬⑻⒆⑿⑵	rejoined
⑾⒀⑻⒆⑿⑵	rejoined
⑾⑬⑪⑮①⑥	relapse
⑾⑬⑪⒁②⑥	relates
⑾⑬⑪⑮③⑥	relax
⑾⑬⑪⒀⑥②	released
⑾⑭⑪⑬③⑥	relics
⑾⑬⑪⒀④⑥	reliefs
⑾⑬⑪⒀⑷⑵	relieved
⑾⑬⑪⒀⑷⑹	relieves
⑾⑭⑪⑬⑦②	relished
⑾⑬⑪⒂⑬⑩	relying
⑾⑬⑫⒁⑿⑵	remained
⑾⑬⑫⒁⑿⑹	remains
⑾⑬⑫⑳⑿⑵	remand
⑾⑬⑫⒈③②	remarked
⑾⑬⑫⒈③⑥	remarks
⑾⑭⑫⑯⑵⑬	remedy
⑾⑬⑫⒂⑿⑵	remind
⑾⒀⑫⑬③⑥	remix
⑾⑬⑫⒄②⒌	remoter
⑾⑬⑫⒅⑷⑵	removed
⑾⑬⑫⒅⑷⒌	remover
⑾⑬⑫⒅⑷⑹	removes
⑾⒀⑿⒁⑫⑵	renamed
⑾⑭⑿⑵⒌⑵	rendered
⑾⑭⑿⑵⒌⑹	renders
⑾⑬⑿⒏⑯⑪	renewal
⑾⑬⑿⒏⑬⑩	renewing
⑾⑬⑿⑲⑿⑥	renounce
⑾⑬⑿⑲⑿⑵	renowned
⑾⑭⑿②⑯⑪	rental
⑾⑭⑿②⑯⑵	rented
⑾⑭⑿②⑬⑩	renting
⑾⒀⒄①⑯⑿	reopen
⑾⑬①⒊⑬⑩	repairing
⑾⑬①⒁⑬⑩	repaying
⑾⑬①⒀⑪⑵	repealed
⑾⑬①⒀②⒌	repeater
⑾⑬①⒀②⑥	repeats
⑾⑬①⑭⑪⑵	repelled
⑾⑬①⑭⑿②	repent
⑾⑬①⑪⒁⑥	replace
⑾⑬①⑪⒀②	replete
⑾⑬①⑪⒂⑵	replied
⑾⑬①⑪⒂⑹	replies
⑾⑬①⒉②⒌	reporter
⑾⑬①⒉②⑥	reports
⑾⑬①⑾⑭⑥	repress
⑾⑬①⑾⒀⑷	reprieve
⑾⑬①⑾⒄⑧	reproach
⑾⑭①②⒂⑪	reptile
⑾⑭③⑼⒎⑫	requiem
⑾⑬③⑼⒂⒌	require
⑾⑬⑥⑬⑿⑵	rescind
