②⑼⑰⑹	'twas
①⒅⑪⑹	pools
①⒅①⑥	poops
①⑱⒌⒌	poorer
①⒄①⑥	popes
①⑰①⑯	poppa
①⑰①②	popped
①⑰①⑬	poppy
①⑰①⑥	pops
①⒉⑬⑩	pouring
①⒉③⒌	porker
①⒉⑯⑥	porous
①⒉②⒌	porter
①⒉②⑥	ports
①⒄⑹⑵	posed
①⒄⑹⒌	poser
①⒄⑹⒋	poseur
①⑰⑦②	poshed
①⑰⑦⒌	posher
①⑰⑥⑬	posse
①⒄⑥②	post
①⒄⑹⑬	posy
①⑰⑸⒌	pother
①⑰②⑥	pots
①⑰②⒌	potter
①⑰②⑬	potty
①⑲⑧②	pouched
①⑲⑿⑥	pounce
①⑲②⑥	pouts
①⑲⑵⒌	powder
①⑲⒌⑵	powered
①⑲⒌⑹	powers
①⑲⑼⑲	powwow
①⑾⒊⑬	prairie
①⑾⒁⑹	praise
①⑾⑮⑫	pram
①⑾⒁②	prate
①⑾⒇⑿	prawn
①⑾⒁⑵	prayed
①⑾⒊⑹	prayers
①⑾⒀⑧	preach
①⑾⒀⑿	preen
①⑾⑭①	prep
①⑾⑭⑹	pres
①⑾⑭⑥	press
①⑾⒂⑥	price
①⑾⑬③	prick
①⑾⒂⑵	pride
①⑾⒂⑹	prize
①⑾⑬⑶	prig
①⑾⑬⑫	prim
①⑾⒂⑫	prime
①⑾⒂⒌	prior
①⑾⒄⑴	probe
①⑾⑰⑵	prod
①⑾⒄⑪	prole
①⑾⑰⑫	prom
①⑾⒄⑿	prone
①⑾⑰⑩	prong
①⑾⒅④	proof
①⑾⑰①	prop
①⑾⒄⑹	prose
①⑾⑲⑵	proud
①⑾⒅⑷	prove
①⑾⑲⑪	prowl
①⑾⑲⑹	prows
①⑾⒅⑵	prude
①⑾⒅⑿	prune
⑥⑳⑫⑹	psalms
⑥⒏⑵⒄	pseudo
⑥⒏⑵⑹	pseuds
⑥⒂③⑬	psyche
①⒀②⒀	pt
①⒃⑴⑹	pubs
①⒃③⒌	pucker
①⒃③⑥	pucks
①⒃⑻⑬	pudgy
①⒃④②	puffed
①⒃④⑥	puffs
①⒃④⑬	puffy
①⒃⑶⑹	pugs
①⒏③②	puked
①⒏③⑥	pukes
①⒃③⑯	pukka
①⒏⑪⑵	puled
①⒏⑪⑹	pules
①⑱⑪⑵	pulled
①⑱⑪⑬	pulley
①⑱⑪⑹	pulls
①⒃⑪①	pulp
①⒃⑪⑥	pulse
①⒏⑫⑯	puma
①⒃⑫①	pump
①⒃⑿⑧	punch
①⒃⑩③	punk
①⒃⑿⑵	punned
①⒃⑿⑹	puns
①⒃⑿②	punt
①⒏⑿⑬	puny
①⒏①⑯	pupa
①⒏①⒀	pupae
①⒃①⑬	puppy
①⒃①⑥	pups
①⒋⑵⑯	purdah
①⑨⑱⒌	pure
①⒋⑻⑵	purged
①⒋⑬⑩	purring
①⒋⑥②	pursed
①⒋⑥⒌	purser
①⒌⑥⒏	pursue
①⒋⑥⑬	pursy
①⒌⑷⒁	purvey
①⒋⑷⒏	purview
①⑱⑦②	pushed
①⑱⑦⒌	pusher
①⑱⑥⑬	pussy
①⑱②⑥	puts
①⒃②⑥	puts
①⒃②⑬	putty
①⒃②⒌	putter
①⒂⒌⒎	pyorrhoea
①⒂⒌⑹	pyres
③⒏⑥⒀	qc
③⑼⒉②	quart
③⑼⑮③	quack
③⑼⑰⑵	quad
③⑼⑰④	quaff
③⑼⒁⑪	quail
③⑼⒁③	quake
③⑼⑳⑫	qualm
③⑼⒈③	quark
③⑼⑰⑦	quash
③⑼⒀⑿	queen
③⑼⒍⑵	queered
③⑼⒍⒌	queerer
③⑼⒍⑹	queers
③⑼⑭⑪	quell
③⑼⒋⑿	quern
③⑼⒍⑬	query
③⑼⑬③	quick
③⑼⑬⑵	quid
③⑼⑬④	quiff
③⑼⑬⑪	quill
③⑼⑬⑿	quin
③⑼⑬①	quip
③⑼⒋③	quirk
③⑼⑬②	quit
③⑼⒂②	quite
③⑼⑬⑹	quiz
③⒆②⑥	quoits
③⑼⒄②	quote
③⑼⒄⑤	quoth
③⒏⑷⒀	qv
⑾⑮⑴⒂	rabbi
⑾⒁⑥②	raced
⑾⒁⑥⒌	racer
⑾⑮③②	racked
⑾⑮③⑥	racks
⑾⒁⑥⑬	racy
⑾⒁⑵⒈	radar
⑾⑮⑵⑹	rads
⑾⑮④⒎	raffia
⑾⑳④②	raft
⑾⒁⑻⑵	raged
⑾⑮⑶⑵	ragged
⑾⑮⑶⒅	ragout
⑾⑮⑶⑹	rags
⑾⒁⑵⒌	raider
⑾⒁⑵⑹	raids
⑾⒁⑪⑵	railed
⑾⒁⑪⑹	rails
⑾⒁⑿⑵	rained
⑾⒁⑿⑹	reins
⑾⒁⑿⑬	rainy
⑾⒁⑹⑵	raised
⑾⒁⑹⒌	razor
⑾⑳⑻⑯	rajah
⑾⒁③②	raked
⑾⒁③⑥	rakes
⑾⑮⑪⑬	rally
⑾⑮⑫⑵	rammed
⑾⑮⑫①	ramp
⑾⑮⑫⑹	rams
⑾⑮⑿⑧	ranch
⑾⑮⑿⑵	rand
⑾⑳⑿⒀	rani
⑾⒁⑿⑻	range
⑾⑮⑩③	rank
⑾⑮⑿②	rant
⑾⒁①②	raped
⑾⒁①⑥	rapes
⑾⒁①⒍	rapier
⑾⑮①②	wrapped
⑾⑮①⒉	rapport
⑾⑮①⑥	wraps
⑾⒊⑪⑬	rarely
⑾⒊⑬⑩	raring
⑾⑮⑦⒌	rasher
⑾⑳⑥①	rasp
⑾⒁②⑥	rates
⑾⑳⑸⒌	rather
⑾⑮②⑥	rats
⑾⑮②⒌	ratter
⑾⑮②⑬	ratty
⑾⒁⑷⑵	raved
⑾⒁⑷⒌	raver
⑾⒁⑷⑹	raves
⑾⒁⑬⑩	raying
⑾⒁⑰⑿	rayon
⑾⒀⑧②	reached
⑾⒀⑵⒌	reader
⑾⒀⑵⑹	reads
⑾⑭⑵⑬	ready
⑾⒁⑳⑪	real
⑾⒎⑪⒌	realler
⑾⒎⑪⑬	really
⑾⑭⑪⑫	realm
⑾⒀⑫⑹	reams
⑾⒀①②	reaped
⑾⒀①⒌	reaper
⑾⒀①⑥	reaps
⑾⒍⑬⑩	rearing
⑾⒀⒈⑫	rearm
⑾⑭③⑬	recce
⑾⑬③⒋	recur
⑾⑭⑵⒌	redder
⑾⒀⑵⒅	redo
⑾⑭⑵⑹	reds
⑾⒀⑵⑬	reedy
⑾⒀④②	reefed
⑾⒀④⒌	reefer
⑾⒀④⑥	reefs
⑾⒀③②	wreaked
⑾⒀③⑥	reeks
⑾⒀⑪⑵	reeled
⑾⒀⑪⑹	reels
⑾⒀⑷⑹	reeves
⑾⑬④⒋	refer
⑾⑭④②	reft
⑾⑭⑶⒁	reggae
⑾⒀⑻⒎	regia
⑾⒀⑽⒍	rehear
⑾⒂③⑥	reichs
⑾⑬⑪⒁	relay
⑾⒀⑪⒁	relay
⑾⑬⑪⒂	rely
⑾⑭⑿⑵	rend
⑾⑬⑿⒏	renew
⑾⑭⑿②	rent
⑾⑬①⒊	repair
⑾⑬①⒁	repay
⑾⑭①⑥	reps
⑾⑭⑥②	rest
⑾⑭⑧②	retched
⑾⑭②⑥	rets
⑾⑬⑷⒍	revere
⑾⑬⑷⒏	review
⑾⑭⑷⑹	revs
⑾⑭⑷⑵	revved
⑾⒂⑿⒄	rhino
⑾⑰⑫⑹	rhombs
⑾⒂⑫⑵	rhymed
⑾⒂⑫⑹	rhymes
⑾⑬⑴⑵	ribbed
⑾⑬⑴⑹	ribs
⑾⑬⑧⒌	richer
⑾⑬③②	ricked
⑾⑬③⑥	ricks
⑾⒂⑵⒌	rider
⑾⒂⑵⑹	rides
⑾⑬⑻⑵	ridged
⑾⑬⑵⑹	rids
⑾⑬④⑥	riffs
⑾⑬④②	rift
⑾⑬⑶⑵	rigged
⑾⑬⑶⒌	rigour
⑾⒂②⑥	rights
⑾⑬⑶⑹	rigs
⑾⒂⑪⑵	riled
⑾⒂⑪⑹	riles
⑾⑬⑪⑹	rills
⑾⑬⑫⑵	rimmed
⑾⑬⑫⑹	rims
⑾⒂⑿⑵	rind
⑾⑬⑩⑵	ringed
⑾⑬⑩⒌	ringer
⑾⑬⑩⑹	rings
⑾⑬⑩③	rink
⑾⑬⑿⑥	rinse
⑾⒂⑯②	riot
⒈⒂①⒀	rip
⑾⒂①⒌	riper
⑾⑬①②	ripped
⑾⑬①⑥	rips
⑾⒂⑹⒌	riser
⑾⑬⑥③	risk
⑾⒂⑷⑵	rived
⑾⑬⑷⒌	river
⑾⒂⑷⑹	rives
⑾⒄⑵⑹	roads
⑾⒄⑫⑵	roamed
⑾⒄⑫⑹	roams
⑾⒄⑿⑹	roans
⑾⒉⑬⑩	roaring
⑾⒄⑥②	roast
⑾⑰⑴⑵	robbed
⑾⑰⑴⒌	robber
⑾⒄⑴⑵	robed
⑾⒄⑴⑹	robes
⑾⑰⑴⑹	robs
⑾⑰③②	rocked
⑾⑰③⒌	rocker
⑾⑰③⑥	rocks
⑾⑰③⑬	rocky
⑾⑰⑵⑹	rods
⑾⑰⑻⒌	roger
⑾⒄⑶⑹	rogues
⑾⒄⑪⑹	roles
⑾⒄⑪⑵	rolled
⑾⒄⑪⒌	roller
⑾⑰⑫①	romp
⑾⒅⑵⑹	roods
⑾⒅④②	roofed
⑾⒅④⑥	roofs
⑾⑱③②	rooked
⑾⑱③⑬	rookie
⑾⑱③⑥	rooks
⑾⒅⑫⑵	roomed
⑾⒅⑫⒌	rumour
⑾⒅⑫⑹	rooms
⑾⒅⑫⑬	roomy
⑾⒅⑥②	roost
⑾⒅②⑥	roots
⑾⒄①②	roped
⑾⒄①⑥	ropes
⑾⒄①⑬	ropey
⑾⒄⑹⑬	rosy
⑾⒄②⑯	rota
⑾⒄②⒌	rotor
⑾⑰②⑥	rots
⑾⑰②⒌	rotter
⑾⒅⒁⑹	roues
⑾⒅⑺⑵	rouged
⑾⒃④②	roughed
⑾⒃④⒌	rougher
⑾⒃④⑥	roughs
⑾⑲⑿⑵	round
⑾⑲⑹⑵	roused
⑾⑲②⑥	routs
⑾⒄⑷⑵	roved
⑾⒄⑷⒌	rover
⑾⒄⑷⑹	roves
⑾⒄⑯⑿	rowan
⑾⑲⑵⑬	rowdy
⑾⑲⑯⑪	rowel
⑾⒄⒌⑹	rowers
⑾⑲⑬⑩	rowing
⑾⒄⑬⑩	rowing
⑾⒆⑯⑪	royal
⑾⒃⑴⑵	rubbed
⑾⒃⑴⒌	rubber
⑾⒃⑴⑹	rubs
⑾⒅⑴⑬	ruby
⑾⒃③②	rucked
⑾⒃③⑥	rucks
⑾⒃⑵⒌	rudder
⑾⒃⑵⑬	ruddy
⑾⒅⑵⒌	ruder
⑾⒃⑶⒌	rugger
⑾⒃⑶⑹	rugs
⑾⒅⑬⑿	ruin
⑾⒅⑬⑩	ruing
⑾⒅⑪⑵	ruled
⑾⒅⑪⒌	ruler
⑾⒅⑪⑹	rules
⑾⒃⑫⒌	rummer
⑾⒃⑫⑬	rummy
⑾⒃⑫①	rump
⑾⒅⑿⑹	runes
⑾⒃⑩⑹	rungs
⑾⒃⑿⒌	runner
⑾⒃⑿⑬	runny
⑾⒃⑿⑹	runs
⑾⒃⑿②	runt
⑾⒅①⒀	rupee
⑾⒅①⒎	rupiah
⑾⒃⑦②	rushed
⑾⒃⑦⑬	rushy
⑾⒃⑥③	rusk
⑾⒃⑥②	rust
⑾⒃②⑥	ruts
⑭⑥⑯⑹	s's
⑥⑮⑴⒄	sabot
⑥⒁⑴⒌	sabre
⑥⑮⑦⒁	sachet
⑥⑮③②	sacked
⑥⑮③⑥	sacks
⑥⑮⑵⒌	sadder
⑥⑳⑵⒅	sadhu
⑭⑥⒁⒀	sae
⑥⒁④⒌	safer
⑥⒁④⑥	safes
⑥⑳⑶⑯	saga
⑥⑮⑶⑵	sagged
⑥⒁⑶⒄	sago
⑥⑮⑶⑹	sags
⑥⒁⑪⑵	sailed
⑥⒁⑪⒌	sailor
⑥⒁⑪⑹	sales
⑥⒁⑿②	saint
⑥⑳③⑬	sake
⑥⒁③⑥	sakes
⑥⑮⑪⒄	sallow
⑥⑮⑪⑬	sally
⑥⒇⑪②	salt
⑥⑮⑪⑷	salve
⑥⑮⑿⑵	sand
⑥⒁⑿⒌	saner
⑥⑮⑩③	sank
⑥⑮⑿⑹	sans
⑥⑮①②	sapped
⑥⑮①⒌	sapper
⑥⑮①⑬	sappy
⑥⑮①⑥	saps
⑥⒈⑬⑹	saris
⑥⒌⑰⑩	sarong
⑥⒁②⑥	sates
⑥⑮②⒌	satyr
⑥⒇⑥②	sauced
⑥⒇⑥⒌	saucer
⑥⒇⑥⑬	saucy
⑥⒇⑿⑯	sauna
⑥⒉⒎⑿	saurian
⑥⒇②⒁	saute
⑥⒁⑷⑵	saved
⑥⒁⑷⒌	savour
⑥⒁⑷⑹	saves
⑥⑯⑷⒆	savoy
⑥⑮⑷⑬	savvy
⑥⒇⑬⑩	sawing
⑥⒇⑨⒌	sawyer
⑥⒁⑬⑩	saying
⑥③⑮⑴	scab
⑥③⒁⑪	scale
⑥③⑮⑿	scan
⑥③⒊⑥	scarce
⑥③⒊⑵	scared
⑥③⒊⑹	scares
⑥③⒈④	scarf
⑥③⒈①	scarp
⑥③⒈⑵	scarred
⑥③⒈⑹	scars
⑥③⒊⑬	scary
⑥③⑮②	scat
⑥⒀⑿⑹	scenes
⑥③⒀⑫	scheme
⑦⑬⑥②	schist
⑥③⒅⑪	school
⑦⑼⑳⑹	schwas
⑥⒂⑯⑿	scion
⑥③⑰④	scoff
⑥③⑰⑿	scone
⑥③⒅①	scoop
⑥③⒅②	scoot
⑥③⒄①	scope
⑥③⒉⑧	scorch
⑥③⒉⑵	scored
⑥③⒉⒌	scorer
⑥③⒉⑹	scores
⑥③⒉⑿	scorn
⑥③⑰②	scot
⑥③⑰⑧	scotch
⑥③⑲⒌	scour
⑥③⒋⑻	scourge
⑥③⑲②	scout
⑥③⑲⑪	scowl
⑥③⑲⑹	scows
⑥③⑾⒀	scree
⑥③⑾⒅	screw
⑥③⒃⑵	scud
⑥③⒃④	scuff
⑥③⒃⑪	skull
⑥③⒃⑫	scum
⑥③⒋④	scurf
⑥③⒃②	scut
⑥⑬⑪⑯	scylla
⑥⒂⑸⑵	scythed
⑥⒂⑸⑹	scythes
⑥⒀⑪⑵	sealed
⑥⒀⑪⒌	sealer
⑥⒀⑪⑹	seals
⑥⒀⑫⑵	seemed
⑥⒀⑫⑹	seems
⑥⒀⑫⑬	seamy
⑥⒋⑧②	searched
⑥⒋⑧⒌	searcher
⑥⒍⑬⑩	searing
⑥⒀⑦⒉	seashore
⑥⒀②⑥	seats
⑥⒀⑼⒁	seaway
⑥⑭③⑥	sex
⑥⑭③②	sect
⑥⑭⑻⑬	sedgy
⑥⒀⑵⑬	seedy
⑥⒀⑬⑩	seeing
⑥⒀③⒌	seeker
⑥⒀③⑥	seeks
⑥⒀①②	seeped
⑥⒀①⑥	seeps
⑥⒀⒌⑹	seers
⑥⒀⑥⒇	seesaw
⑥⒀⑸⑵	seethed
⑥⒀⑸⑹	seethes
⑥⒁⑿⑵	seined
⑥⒁⑿⑹	seines
⑥⒀⑹⑵	seized
⑥⒀⑺⒌	seizure
⑥⑭⑪④	self
⑥⑭⑿⑵	send
⑥⒀⑿⒍	senior
⑥⑭⑿⑯	senna
⑥⑭⑿⑥	sense
⑥⒀①⒎	sepia
⑥⒌⒀⑿	serene
⑥⒋④⑥	serfs
⑥⒍⒀⑹	series
⑥⒍⒎⑥	serious
⑥⒍⑯⑥	serous
⑥⒍⑯⑫	serum
⑥⒋⑷⑵	served
⑥⒋⑷⒌	server
⑥⒋⑷⑹	serves
⑥⑭②⑥	sets
⑥⑭②⒀	settee
⑥⑭②⒌	setter
⑥⑭⑷⒌	sever
⑥⑬⑷⒍	severe
⑥⒅⑬⑻	sewage
⑥⑱⒌⑹	sewers
⑥⒄⒌⑹	sewers
⑥⒄⑬⑩	sewing
⑥⒂⑿⑵	signed
⑦⑮⑴⑬	shabby
⑦⑮③②	shacked
⑦⑮③⑥	shacks
⑦⒁⑵⑹	shades
⑦⑮⑵⒄	shadow
⑦⒁⑵⑬	shady
⑦⑳④②	shaft
⑦⑮⑶⑵	shagged
⑦⑮⑶⑬	shaggy
⑦⑮⑶⑹	shags
⑦⒁③⒌	shaker
⑦⒁③⑥	shakes
⑦⒁③⑬	shaky
⑦⒁⑪⑹	shales
⑦⑮⑪⒄	shallow
⑦⑮⑪②	shalt
⑦⒁⑫⑵	shamed
⑦⒁⑫⑹	shames
⑦⑮⑫⑵	shammed
⑦⑮⑫⑬	shammy
⑦⑮⑫⑹	shams
⑦⑳⑿②	shan't
⑦⑮⑩③	shank
⑦⒁①②	shaped
⑦⒁①⑥	shapes
⑦⒈⑵⑹	shards
⑦⒊⒌⑹	sharers
⑦⒊⑬⑩	sharing
⑦⒈③⑥	sharks
⑦⒈①⒌	sharper
⑦⒈①⑥	sharps
⑦⑮②⒌	shatter
⑦⒁⑷⑵	shaved
⑦⒁⑷⒌	shaver
⑦⒁⑷⑹	shaves
⑦⒇⑪⑵	shawled
⑦⒇⑪⑹	shawls
⑦⒇⑫⑹	shawms
⑦⒍⑬⑩	shearing
⑦⒀⑸⑵	sheathed
⑦⒀⑸⑹	sheaths
⑦⒀⑷⑹	sheaves
⑦⑭⑵⑹	sheds
⑦⒀①⑥	sheeps
⑦⒍⑪⑬	sheerly
⑦⒀②⑥	sheets
⑦⑭⑪④	shelf
⑦⑭⑪⑵	shelled
⑦⑭⑪⑹	shells
⑦⑭⑪⑷	shelve
⑦⑭⑾⑬	sherry
⑦⒄⑬⑩	showing
⑦⒀⑪⑵	shield
⑦⑬④②	shift
⑦⑬⑫⒌	shimmer
⑦⒂⑿⑹	shines
⑦⑬⑿⑵	shinned
⑦⑬⑿⑹	shins
⑦⒂⑿⑬	shiny
⑦⑬①②	shipped
⑦⑬①⒌	shipper
⑦⑬①⑥	ships
⑦⒂⒌⑹	shires
⑦⒋③②	shirked
⑦⒋③⒌	shirker
⑦⒋③⑥	shirks
⑦⒋②⑥	shirts
⑦⒋②⑬	shirty
⑦⑬②⑥	shits
⑦⑬⑷⒌	shiver
⑦⒄⑪⑵	shoaled
⑦⒄⑪⑹	shoals
⑦⑰③②	shocked
⑦⑰③⒌	shocker
⑦⑰③⑥	shocks
⑦⑰⑵⑬	shoddy
⑦⒅⑬⑩	shoeing
⑦⒅②⒌	shooter
⑦⑰①②	shopped
⑦⑰①⒌	shopper
⑦⑰①⑥	shops
⑦⒉⑬⑩	shoring
⑦⒉②⒌	shorter
⑦⒉②⑥	shorts
⑦⑰②⑥	shots
⑦⑲②⑥	shouts
⑦⒃⑷⑵	shoved
⑦⒃⑷⑹	shoves
⑦⑲⒌⑵	showered
⑦⑲⒌⑹	showers
⑦⑲⒌⑬	showery
⑦⒄⑬⒌	showier
⑦⑾⑭⑵	shred
⑦⑾⒅⑵	shrewd
⑦⑾⒅⑹	shrews
⑦⑾⒀③	shriek
⑦⑾⒂③	shrike
⑦⑾⑬⑪	shrill
⑦⑾⒂⑿	shrine
⑦⑾⒂⑷	shrive
⑦⑾⑲⑵	shroud
⑦⑾⒄⑷	shrove
⑦⑾⒃⑴	shrub
⑦⑾⒃⑶	shrug
⑦⒃③②	shucked
⑦⒃③⑥	shucks
⑦⒃⑵⒌	shudder
⑦⒃⑿⑵	shunned
⑦⒃⑿⑹	shuns
⑦⒃⑿②	shunt
⑦⑱⑦②	shushed
⑦⒃②⒂	shuteye
⑦⒃②⑥	shuts
⑦⒃②⒌	shutter
⑦⒂⑬⑩	shying
⑦⒂⑪⑬	shyly
⑥⑬③②	sicked
⑥⑬③⑥	six
⑥⒂⑵⑹	sides
⑥⑬⒊⑯	sierra
⑥⑬⑷⑵	sieved
⑥⑬⑷⑹	sieves
⑥⑬④②	sift
⑥⒂⑬⑩	sighing
⑥⒂⑿⑹	signs
⑥⑬⑪③	silk
⑥⑬⑪⑹	sills
⑥⑬⑪⑬	silly
⑥⒂⑪⒄	silo
⑥⑬⑪②	silt
⑥⑬⑫⒌	simmer
⑥⑬⑿⑥	since
⑥⑬⑿⒏	sinew
⑥⑬⑿⑻	singe
⑥⑬⑩⒌	singer
⑥⑬⑩⑹	sings
⑥⑬⑩③	sink
⑥⑬⑿⑵	sinned
⑥⑬⑿⒌	sinner
⑥⑬⑿⑹	sins
⑥⑬①②	sipped
⑥⑬①⑥	sips
⑥⒋⑵⒈	sirdar
⑥⒂⒌⑵	sired
⑥⒂⒌⑹	sires
⑥⑬⑾⑯	sirrah
⑥⑬②⒈	sitar
⑥⑬②⑥	sits
⑥⑬②⒌	sitter
⑥⒂⑹⑵	sized
⑥③⒁②	skate
⑥③⒀②	skeet
⑥③⒁⑿	skein
⑥③⑭①	skep
⑥③⑭⑧	sketch
⑥③⒏⑵	skewed
⑥③⒀⑵	skied
⑥③⑬⑵	skid
⑥③⒀⒌	skier
⑥③⒂⑹	skies
⑥③⑬④	skiff
⑥③⑬⑪	skill
⑥③⑬⑫	skim
⑥③⑬⑿	skin
⑥③⑬①	skip
⑥③⒋⑪	skirl
⑥③⒋②	skirt
⑥③⒀⑹	skis
⑥③⑬②	skit
⑥③⒏⑯	skua
⑥③⒂⑬	skyey
⑥⑪⑮⑴	slab
⑥⑪⑮③	slack
⑥⑪⑮⑶	slag
⑥⑪⒁⑿	slain
⑥⑪⒁③	slake
⑥⑪⑮⑫	slam
⑥⑪⑮⑩	slang
⑥⑪⑮①	slap
⑥⑪⑮⑦	slash
⑥⑪⑮②	slat
⑥⑪⒁②	slate
⑥⑪⑳⑷	slav
⑥⑪⒁⑷	slave
⑥⑪⒁⒌	slayer
⑥⑪⒁⑹	slays
⑥⑪⑭⑵	sled
⑥⑪⑭⑻	sledge
⑥⑪⒀③	sleek
⑥⑪⒀①	sleep
⑥⑪⒀②	sleet
⑥⑪⒀⑷	sleeve
⑥⑪⒁⑵	sleighed
⑥⑪⒂②	slight
⑥⑪⒅⑤	sleuth
⑥⑪⒅⑵	slewed
⑥⑪⒅⑹	slews
⑥⑪⒂⑥	slice
⑥⑪⑬③	slick
⑥⑪⑬⑵	slid
⑥⑪⒂⑵	slide
⑥⑪⑬⑫	slim
⑥⑪⒂⑫	slime
⑥⑪⑬⑩	sling
⑥⑪⑬①	slip
⑥⑪⑬②	slit
⑥⑪⑰⑴	slob
⑥⑪⒄⑹	slows
⑥⑪⑰⑶	slog
⑥⑪⒅①	sloop
⑥⑪⑰①	slop
⑥⑪⒄①	slope
⑥⑪⑰⑦	slosh
⑥⑪⑰②	slot
⑥⑪⒄⑤	sloth
⑥⑪⑲⑧	slouch
⑥⑪⒃④	slough
⑥⑪⑲⑹	sloughs
⑥⑪⒄⑵	slowed
⑥⑪⒄⒌	slower
⑥⑪⒃⑻	sludge
⑥⑪⒃⑶	slug
⑥⑪⒅⑥	sluice
⑥⑪⒃⑫	slum
⑥⑪⒃⑩	slung
⑥⑪⒋⑵	slurred
⑥⑪⒋⑹	slurs
⑥⑪⒃⑦	slush
⑥⑪⒃②	slut
⑥⑪⒂⒌	slyer
⑥⑫⑮③	smack
⑥⑫⒇⑪	small
⑥⑫⒈②	smart
⑥⑫⑮⑦	smash
⑥⑫⒍⑵	smeared
⑥⑫⒍⑹	smears
⑥⑫⑭⑪	smell
⑥⑫⒂⑪	smile
⑥⑫⒋⑧	smirch
⑥⑫⒋③	smirk
⑥⑫⒂②	smite
⑥⑫⑬⑤	smith
⑥⑫⑰③	smock
⑥⑫⑰⑶	smog
⑥⑫⒄③	smoke
⑥⑫⒅⑸	smooth
⑥⑫⒄②	smote
⑥⑫⒃⑻	smudge
⑥⑫⒃⑶	smug
⑥⑫⒃②	smut
⑥⑿⑮③	snack
⑥⑿⑮⑶	snag
⑥⑿⒁⑪	snail
⑥⑿⒁③	snake
⑥⑿⑮①	snap
⑥⑿⒊⑵	snared
⑥⑿⒊⑹	snares
⑥⑿⒈⑪	snarl
⑥⑿⑮⑧	snatch
⑥⑿⒀③	sneak
⑥⑿⒍⑵	sneered
⑥⑿⒍⑹	sneers
⑥⑿⒀⑹	sneeze
⑥⑿⑬③	snick
⑥⑿⒂⑵	snide
⑥⑿⑬④	sniff
⑥⑿⑬①	snip
⑥⑿⒂①	snipe
⑥⑿⑬⑧	snitch
⑥⑿⑰⑴	snob
⑥⑿⑰⑶	snog
⑥⑿⒅⑵	snood
⑥⑿⒅③	snook
⑥⑿⒅①	snoop
⑥⑿⒅⑹	snooze
⑥⑿⒉⑵	snored
⑥⑿⒉⒌	snorer
⑥⑿⒉⑹	snores
⑥⑿⒉②	snort
⑥⑿⑰②	snot
⑥⑿⑲②	snout
⑥⑿⒄⑵	snowed
⑥⑿⒄⑹	snows
⑥⑿⒄⑬	snowy
⑥⑿⒃⑴	snub
⑥⑿⒃③	snuck
⑥⑿⒃④	snuff
⑥⑿⒃⑶	snug
⑥⒄③②	soaked
⑥⒄③⒌	soaker
⑥⒄③⑥	soaks
⑥⒄①②	soaped
⑥⒄①⑥	soaps
⑥⒄①⑬	soapy
⑥⒉⑬⑩	soaring
⑥⑰⑴⑵	sobbed
⑥⒄⑴⒌	sober
⑥⑰⑴⑹	sobs
⑥⑰③⒌	soccer
⑥⑰③②	socked
⑥⑰③⑥	socks
⑥⒄⑵⑯	soda
⑥⑰⑵⑹	sods
⑥⒄④⑯	sofa
⑥⑰④②	soft
⑥⑰⑶⑬	soggy
⑥⒆⑪⑵	soiled
⑥⒆⑪⑹	soils
⑥⑼⒈⒁	soiree
⑥⒄⑪⒌	solar
⑥⒄⑪⑵	sold
⑥⒄⑪⑹	souls
⑥⒄⑪⒄	solo
⑥⑰⑪⑷	solve
⑥⒄⑿⒈	sonar
⑥⑰⑩⑹	songs
⑥⒃⑿⑬	sunny
⑥⒃⑿⑹	sons
⑥⒅⑿⒌	sooner
⑥⒅⑸⑵	soothed
⑥⒅⑸⑹	soothes
⑥⒅⑤⑥	sooths
⑥⑱②⑥	soots
⑥⑱②⑬	sooty
⑥⑰①②	sopped
⑥⑰①⑬	soppy
⑥⑰①⑥	sops
⑥⒉⑴⒁	sorbet
⑥⒉⑪⑬	sorely
⑥⑰⑾⒄	sorrow
⑥⑰⑾⑬	sorry
⑥⒉②⒌	sorter
⑥⒉②⑬	sortie
⑥⒉②⑥	sorts
⑥⒅②⒅	sotho
⑥⑰②⑥	sots
⑥⒃④②	soughed
⑥⒃④⑥	soughs
⑥⑲⑿⑵	sound
⑥⒅①②	souped
⑥⒅①⑥	soups
⑥⑲⒌⑵	soured
⑥⑲⒌⑹	sours
⑥⑲⑥②	soused
⑥①⒁⑥	space
⑥①⒁⑵	spade
⑥①⒁③	spake
⑥①⑮⑫	spam
⑥①⑮⑿	span
⑥①⒊⑵	spared
⑥①⒊⑹	spares
⑥①⒈③	spark
⑥①⒈⑵	sparred
⑥①⒈⑹	spars
⑥①⒈⑥	sparse
⑥①⑳⑹	spas
⑥①⑮②	spat
⑥①⒁②	spate
⑥①⒇⑿	spawn
⑥①⒁⑹	spays
⑥①⑮⑹	spaz
⑥①⒀③	speak
⑥①⒍⑵	speared
⑥①⒍⑹	spears
⑥①⑭③	speck
⑥①⑭⑵	sped
⑥①⒀⑧	speech
⑥①⒀⑵	speed
⑥①⑭⑪	spell
⑥①⒋⑫	sperm
⑥①⒏⑵	spewed
⑥①⒏⑹	spews
⑥④⒍⑹	spheres
⑥①⒂⑥	spice
⑥①⑬③	spick
⑥①⒂⑵	spied
⑦①⒀⑪	spiel
⑥①⒂⑹	spies
⑥①⒂③	spike
⑥①⑬⑪	spill
⑥①⑬⑿	spin
⑥①⒂⑿	spine
